id,loan_status_2,loan_status,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,age,pay_status
15840,Paid,0,17600.0,60,12.99,400.37,C1,3,RENT,"(40000.0, 46000.0]",Not Verified,2011-01-08 00:00:00,debt_consolidation,CA,12.84,,769,3,0,12139,48.8,,0,32,0
15841,Paid,0,4800.0,36,23.43,186.89,F1,,MORTGAGE,"(60000.0, 65000.0]",Verified,2014-01-03 00:00:00,other,TX,12.76,670,674,11,1,5862,25.6,2,1,32,0
15842,Paid,0,6925.0,36,15.61,242.14,D1,5,RENT,"(40000.0, 46000.0]",Source Verified,2015-01-03 00:00:00,debt_consolidation,NY,23.75,,679,8,0,3568,42.0,0,0,34,-1
15843,Paid,0,16000.0,60,19.19,416.73,E3,10,MORTGAGE,"(60000.0, 65000.0]",Source Verified,2015-01-06 00:00:00,debt_consolidation,NY,22.66,660,664,7,0,9770,75.7,4,0,38,1
15844,Written off,1,18900.0,60,13.99,439.68,C4,10,MORTGAGE,"(52000.0, 60000.0]",Verified,2015-01-09 00:00:00,debt_consolidation,NJ,11.83,670,674,9,0,18335,43.8,2,0,44,1
15845,Paid,0,15000.0,36,14.46,516.03,C4,9,MORTGAGE,"(40000.0, 46000.0]",Verified,2016-01-06 00:00:00,debt_consolidation,IL,29.69,,689,19,0,13985,53.2,1,0,38,0
15846,Paid,0,10000.0,36,14.46,344.02,C4,10,MORTGAGE,"(91000.0, 107000.0]",Verified,2016-01-02 00:00:00,other,CA,26.79,,694,21,1,34326,53.3,3,1,35,0
15847,Paid,0,-12000.0,36,5.32,361.38,A1,,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2016-01-05 00:00:00,credit_card,CA,12.08,,824,6,0,3651,7.1,2,0,44,-2
15848,Paid,0,35000.0,60,26.3,1054.15,E5,4,MORTGAGE,"(72000.0, 80000.0]",Verified,2017-01-08 00:00:00,debt_consolidation,CA,14.73,675,679,19,1,20931,45.6,2,1,31,-1
15849,Written off,1,15000.0,60,28.88,475.04,G2,5,RENT,"(46000.0, 52000.0]",Verified,2016-01-06 00:00:00,debt_consolidation,NY,34.95,695,699,11,0,8325,87.6,0,0,37,0
15850,Paid,0,8000.0,36,9.8,257.39,B3,6,OWN,"(52000.0, 60000.0]",Source Verified,2016-01-01 00:00:00,other,NY,19.24,665,669,9,0,4279,40.4,0,0,40,0
15851,Paid,0,2500.0,36,18.94,91.57,D2,10,MORTGAGE,"(46000.0, 52000.0]",Not Verified,2018-01-07 00:00:00,credit_card,NY,2.63,665,669,10,0,1984,34.8,1,0,29,-1
15852,Paid,0,21000.0,36,6.03,639.15,A1,6,RENT,"(107000.0, 133553.0]",Verified,2014-01-07 00:00:00,credit_card,CA,12.46,735,739,14,0,21513,38.4,0,0,47,0
15853,Paid,0,12000.0,60,15.59,289.21,C5,10,MORTGAGE,"(91000.0, 107000.0]",Verified,2016-01-06 00:00:00,other,MD,11.84,660,664,18,0,5981,36.9,7,0,37,0
15854,Paid,0,18000.0,36,10.49,584.96,B3,7,RENT,"(72000.0, 80000.0]",Verified,2015-01-01 00:00:00,credit_card,MA,15.57,665,669,18,0,27128,50.5,0,0,42,-2
15855,Paid,0,30225.0,60,23.28,856.93,F2,8,RENT,"(91000.0, 107000.0]",Source Verified,2013-01-03 00:00:00,small_business,CA,7.11,680,684,14,0,25167,66.9,0,0,28,0
15856,Paid,0,-12000.0,36,9.17,382.55,B1,10,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2014-01-08 00:00:00,debt_consolidation,TX,16.29,705,709,18,1,10994,28.0,2,1,37,2
15857,Paid,0,15000.0,36,9.17,478.19,B2,10,RENT,"(80000.0, 91000.0]",Source Verified,2015-01-10 00:00:00,credit_card,NJ,12.04,,669,5,2,12659,96.6,2,2,42,-2
15858,Written off,1,20000.0,36,13.16,675.41,C3,7,RENT,"(72000.0, 80000.0]",Verified,2009-01-02 00:00:00,wedding,CA,16.56,710,714,11,0,21118,65.2,,0,28,-1
15859,Paid,0,9600.0,36,6.62,294.76,A2,0,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2014-01-03 00:00:00,credit_card,FL,19.49,,714,12,0,16628,60.7,1,0,45,2
15860,Written off,1,3000.0,36,13.66,102.04,C3,2,RENT,"(6694.0, 32500.0]",Not Verified,2015-01-01 00:00:00,debt_consolidation,VA,14.46,,669,6,0,8247,85.0,0,0,33,0
15861,Paid,0,6075.0,36,15.31,211.52,C5,9,RENT,"(52000.0, 60000.0]",Source Verified,2016-01-05 00:00:00,debt_consolidation,GA,7.47,685,689,9,0,2173,37.5,0,0,38,0
15862,Paid,0,12550.0,36,14.16,429.91,C2,,RENT,"(6694.0, 32500.0]",Verified,2014-01-05 00:00:00,debt_consolidation,SD,18.24,705,709,5,0,6701,57.8,0,0,39,0
15863,Paid,0,10500.0,60,12.74,237.52,C1,6,RENT,"(65000.0, 72000.0]",Not Verified,2017-01-04 00:00:00,house,AK,22.88,,724,12,0,7154,22.9,0,0,31,0
15864,Paid,0,35000.0,36,16.99,1247.68,D1,10,MORTGAGE,"(72000.0, 80000.0]",Verified,2014-01-02 00:00:00,debt_consolidation,AZ,14.72,,704,13,1,17471,58.0,3,0,28,2
15865,Written off,1,8000.0,36,9.49,256.23,B2,4,RENT,"(32500.0, 40000.0]",Source Verified,2015-01-01 00:00:00,debt_consolidation,OK,35.43,730,734,11,0,16208,39.8,0,0,35,0
15866,Paid,0,8000.0,36,16.55,283.44,D2,10,MORTGAGE,"(46000.0, 52000.0]",Verified,2015-01-10 00:00:00,debt_consolidation,WA,19.74,,664,14,2,7716,39.2,4,2,46,0
15867,Written off,1,5000.0,36,15.61,174.83,D1,0,RENT,"(40000.0, 46000.0]",Source Verified,2015-01-08 00:00:00,other,CA,12.93,665,669,5,0,5575,37.4,0,0,43,1
15868,Written off,1,22000.0,60,15.22,525.93,C3,1,MORTGAGE,"(60000.0, 65000.0]",Source Verified,2013-01-08 00:00:00,debt_consolidation,NJ,19.49,735,739,8,0,25042,74.8,1,0,36,0
15869,Paid,0,20175.0,60,19.52,529.15,E2,10,RENT,"(40000.0, 46000.0]",Source Verified,2014-01-07 00:00:00,credit_card,CO,32.44,,669,15,0,24223,84.1,0,0,33,0
15870,Paid,0,30000.0,36,11.44,988.43,B4,,OWN,"(133553.0, 6693021.0]",Source Verified,2016-01-11 00:00:00,debt_consolidation,NY,14.22,660,664,16,0,21325,57.0,0,0,33,-1
15871,Paid,0,35000.0,36,8.18,1099.69,B1,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-08 00:00:00,credit_card,CA,9.65,745,749,8,0,348234,79.4,3,0,46,-1
15872,Paid,0,4000.0,36,8.9,127.02,A5,10,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2012-01-06 00:00:00,debt_consolidation,CT,5.12,,719,10,0,836,13.7,7,0,39,-2
15873,Written off,1,17300.0,60,20.5,463.18,E4,,OWN,"(60000.0, 65000.0]",Verified,2016-01-01 00:00:00,debt_consolidation,SC,32.43,,694,15,2,17076,42.2,4,1,41,0
15874,Paid,0,14700.0,60,16.29,359.75,D2,10,OWN,"(46000.0, 52000.0]",Source Verified,2014-01-07 00:00:00,debt_consolidation,AL,29.92,700,704,15,0,12234,57.2,0,0,27,1
15875,Written off,1,14550.0,60,22.45,405.59,F1,6,OWN,"(80000.0, 91000.0]",Source Verified,2016-01-01 00:00:00,debt_consolidation,TX,24.3,670,674,7,0,3977,58.5,0,0,32,0
15876,Paid,0,35000.0,36,7.49,1088.56,A4,3,RENT,"(133553.0, 6693021.0]",Source Verified,2017-01-01 00:00:00,debt_consolidation,CA,6.85,760,764,12,0,12733,16.8,0,0,46,0
15877,Paid,0,24000.0,36,6.62,736.89,A2,10,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2014-01-04 00:00:00,credit_card,CA,11.81,690,694,9,0,43498,48.3,10,0,28,2
15878,Paid,0,4900.0,36,9.16,156.19,B2,1,RENT,"(32500.0, 40000.0]",Verified,2016-01-04 00:00:00,major_purchase,TX,5.43,695,699,6,0,3071,32.7,0,0,29,-2
15879,Written off,1,12250.0,36,11.49,403.9,B5,0,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2016-01-08 00:00:00,debt_consolidation,GA,28.96,690,694,17,0,9222,42.5,4,0,34,-1
15880,Paid,0,15000.0,36,20.0,557.46,D4,10,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2018-01-01 00:00:00,debt_consolidation,NY,3.36,665,669,7,0,3586,35.9,3,0,30,-1
15881,Paid,0,2400.0,36,13.98,82.01,C3,0,RENT,"(65000.0, 72000.0]",Source Verified,2010-01-08 00:00:00,debt_consolidation,CA,14.45,665,669,8,0,13491,67.8,,0,36,-1
15882,Paid,0,3000.0,36,13.59,101.94,C2,2,OWN,"(80000.0, 91000.0]",Verified,2017-01-06 00:00:00,home_improvement,TX,21.83,685,689,10,0,14684,73.1,1,0,30,0
15883,Paid,0,10000.0,60,15.49,240.48,C4,1,RENT,"(80000.0, 91000.0]",Not Verified,2018-01-06 00:00:00,credit_card,CO,6.19,660,664,14,0,7157,84.2,0,0,29,1
15884,Written off,1,25200.0,60,21.18,684.3,E3,0,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2014-01-02 00:00:00,debt_consolidation,MI,19.46,675,679,12,0,25384,62.2,5,0,35,0
15885,Paid,0,13000.0,36,8.24,408.82,B1,10,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2016-01-12 00:00:00,major_purchase,OR,12.08,700,704,4,1,3044,14.2,0,1,22,-1
15886,Paid,0,6825.0,36,17.57,245.28,D2,10,RENT,"(40000.0, 46000.0]",Not Verified,2014-01-03 00:00:00,credit_card,NJ,11.37,670,674,6,0,5022,62.8,5,0,30,-1
15887,Paid,0,25000.0,36,10.16,808.56,B1,6,MORTGAGE,"(91000.0, 107000.0]",Not Verified,2013-01-01 00:00:00,debt_consolidation,FL,13.17,685,689,8,1,20528,81.8,2,1,36,2
15888,Written off,1,7000.0,36,17.86,252.58,D5,10,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2015-01-08 00:00:00,debt_consolidation,NV,37.06,685,689,13,0,23760,87.7,3,0,45,3
15889,Paid,0,8000.0,36,5.32,240.92,A1,10,OWN,"(32500.0, 40000.0]",Verified,2017-01-03 00:00:00,debt_consolidation,TN,5.5,730,734,7,0,3917,20.1,0,0,36,0
15890,Paid,0,20000.0,36,12.79,671.86,C1,1,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2016-01-07 00:00:00,home_improvement,CA,30.39,680,684,9,0,16308,73.9,3,0,35,1
15891,Paid,0,9600.0,36,15.31,334.25,C2,5,OWN,"(60000.0, 65000.0]",Not Verified,2012-01-10 00:00:00,debt_consolidation,MA,11.78,670,674,5,0,8346,76.6,0,0,41,2
15892,Paid,0,16000.0,60,19.05,415.49,D4,3,MORTGAGE,"(80000.0, 91000.0]",Verified,2012-01-09 00:00:00,debt_consolidation,OK,17.87,,689,19,0,6332,50.3,3,0,44,0
15893,Written off,1,16000.0,60,20.99,432.77,E4,1,RENT,"(72000.0, 80000.0]",Source Verified,2015-01-01 00:00:00,debt_consolidation,CA,22.08,,669,11,0,15799,48.8,0,0,43,0
15894,Paid,0,36000.0,36,14.99,1247.78,C4,10,MORTGAGE,"(65000.0, 72000.0]",Verified,2016-01-11 00:00:00,debt_consolidation,TX,30.46,715,719,19,0,15274,22.8,2,0,35,0
15895,Written off,1,8000.0,36,7.9,250.33,A4,0,RENT,"(40000.0, 46000.0]",Verified,2012-01-09 00:00:00,debt_consolidation,NY,33.04,725,729,15,0,10634,67.3,0,0,38,-1
15896,Paid,0,19000.0,36,9.17,605.7,B1,0,MORTGAGE,"(46000.0, 52000.0]",Not Verified,2014-01-05 00:00:00,debt_consolidation,NC,18.64,,709,18,0,21390,43.8,2,0,31,0
15897,Paid,0,-15000.0,60,17.56,377.33,E4,4,RENT,"(32500.0, 40000.0]",Verified,2010-01-07 00:00:00,debt_consolidation,CA,13.04,695,699,8,0,14396,92.9,,0,33,1
15898,Paid,0,25000.0,36,11.49,824.29,B5,10,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2016-01-07 00:00:00,credit_card,MN,24.09,700,704,10,0,41929,69.2,5,0,37,0
15899,Paid,0,35000.0,36,11.49,1154.0,B5,2,MORTGAGE,"(133553.0, 6693021.0]",Verified,2016-01-11 00:00:00,other,UT,23.77,730,734,25,0,13181,36.2,4,0,33,0
15900,Paid,0,8000.0,36,12.69,268.36,C2,3,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2015-01-05 00:00:00,debt_consolidation,TN,10.53,665,669,9,1,7131,78.4,3,1,33,1
15901,Paid,0,4000.0,36,9.44,128.02,B1,3,RENT,"(60000.0, 65000.0]",Source Verified,2018-01-02 00:00:00,debt_consolidation,GA,19.95,690,694,26,1,23002,37.9,0,1,42,0
15902,Paid,0,14000.0,36,13.23,473.27,C1,4,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2010-01-08 00:00:00,debt_consolidation,FL,16.84,,709,6,0,14911,81.9,,0,47,-1
15903,Paid,0,14400.0,60,23.13,407.02,F1,2,RENT,"(91000.0, 107000.0]",Verified,2016-01-03 00:00:00,debt_consolidation,NY,16.2,,684,21,0,13749,57.8,0,0,36,-1
15904,Paid,0,30000.0,60,13.67,692.93,C3,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2016-01-02 00:00:00,credit_card,AZ,19.76,690,694,17,0,32689,61.6,3,0,48,0
15905,Paid,0,15000.0,36,13.98,512.52,C3,10,RENT,"(46000.0, 52000.0]",Source Verified,2014-01-10 00:00:00,other,HI,14.3,690,694,8,0,6222,47.9,0,0,40,0
15906,Paid,0,6400.0,36,11.49,211.02,B5,4,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2017-01-03 00:00:00,debt_consolidation,PA,14.53,,674,12,0,10485,51.1,2,0,37,0
15907,Written off,1,12000.0,36,17.57,431.25,D4,10,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2015-01-08 00:00:00,debt_consolidation,NJ,32.49,690,694,16,0,22967,51.3,4,0,48,1
15908,Written off,1,9600.0,36,15.99,337.47,D2,10,RENT,"(65000.0, 72000.0]",Verified,2014-01-12 00:00:00,debt_consolidation,GA,15.71,,714,13,2,16516,46.5,5,0,38,-1
15909,Written off,1,15000.0,60,15.61,361.67,D1,6,RENT,"(60000.0, 65000.0]",Source Verified,2015-01-08 00:00:00,other,VA,27.15,670,674,20,0,27271,44.8,0,0,49,3
15910,Paid,0,8400.0,36,5.32,252.97,A1,10,OWN,"(91000.0, 107000.0]",Source Verified,2016-01-09 00:00:00,credit_card,NC,11.89,795,799,5,0,7301,28.7,3,0,45,0
15911,Paid,0,14000.0,60,21.18,380.17,E3,3,RENT,"(52000.0, 60000.0]",Source Verified,2014-01-03 00:00:00,debt_consolidation,AZ,14.64,675,679,13,0,11167,63.4,3,0,33,1
15912,Paid,0,12000.0,36,8.39,378.2,A5,5,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2014-01-10 00:00:00,major_purchase,LA,3.48,730,734,16,1,5789,15.9,1,1,37,0
15913,Paid,0,14000.0,36,11.14,459.28,B2,0,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2013-01-01 00:00:00,credit_card,CA,16.6,675,679,15,0,39132,89.5,4,0,32,0
15914,Paid,0,24000.0,36,6.99,740.95,A2,9,RENT,"(91000.0, 107000.0]",Not Verified,2016-01-08 00:00:00,debt_consolidation,CA,10.84,720,724,6,0,17045,46.7,0,0,31,0
15915,Paid,0,10000.0,36,12.29,333.53,C1,10,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2015-01-07 00:00:00,debt_consolidation,CA,31.18,715,719,16,0,43058,74.4,2,0,33,0
15916,Paid,0,12600.0,36,8.39,397.11,B1,6,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2016-01-03 00:00:00,credit_card,WA,11.92,710,714,10,1,10315,33.7,6,1,30,0
15917,Paid,0,8000.0,36,9.17,255.04,B2,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2015-01-10 00:00:00,debt_consolidation,OK,26.29,,664,15,1,4247,40.1,2,0,37,-2
15918,Paid,0,35000.0,36,9.49,1120.99,B2,4,RENT,"(91000.0, 107000.0]",Source Verified,2016-01-08 00:00:00,debt_consolidation,CO,11.75,660,664,8,0,40568,54.5,1,0,44,0
15919,Paid,0,8000.0,36,12.49,267.6,B5,7,MORTGAGE,"(72000.0, 80000.0]",Verified,2014-01-10 00:00:00,debt_consolidation,MD,23.23,,664,10,0,8835,92.0,4,0,43,0
15920,Paid,0,10000.0,36,9.58,320.71,B1,0,RENT,"(32500.0, 40000.0]",Source Verified,2018-01-05 00:00:00,debt_consolidation,CA,19.68,,724,6,0,5118,34.8,0,0,37,-1
15921,Written off,1,5000.0,36,8.24,157.24,B1,10,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2017-01-04 00:00:00,debt_consolidation,FL,14.66,675,679,10,0,6465,73.5,5,0,50,1
15922,Paid,0,7000.0,36,14.08,239.52,C3,1,RENT,"(6694.0, 32500.0]",Not Verified,2017-01-10 00:00:00,credit_card,IL,27.17,710,714,9,0,7602,27.2,1,0,30,2
15923,Paid,0,30000.0,36,12.99,1010.68,C1,3,MORTGAGE,"(107000.0, 133553.0]",Verified,2014-01-07 00:00:00,debt_consolidation,OH,13.48,730,734,15,0,48653,44.8,2,0,32,1
15924,Paid,0,10000.0,36,5.32,301.15,A1,7,MORTGAGE,"(32500.0, 40000.0]",Verified,2016-01-03 00:00:00,home_improvement,IL,11.45,750,754,14,0,13145,23.0,1,0,33,-1
15925,Paid,0,21450.0,60,20.99,580.18,E5,7,RENT,"(46000.0, 52000.0]",Verified,2015-01-10 00:00:00,major_purchase,CA,25.11,665,669,17,1,7701,29.8,3,1,33,2
15926,Paid,0,17500.0,36,13.67,595.31,C3,3,MORTGAGE,"(60000.0, 65000.0]",Source Verified,2016-01-03 00:00:00,debt_consolidation,MO,28.23,700,704,16,0,32885,59.3,3,0,42,1
15927,Paid,0,21000.0,36,9.99,677.52,B3,7,RENT,"(72000.0, 80000.0]",Source Verified,2015-01-07 00:00:00,debt_consolidation,MN,24.0,665,669,18,0,16346,65.9,0,0,36,3
15928,Paid,0,15000.0,36,10.64,488.53,B4,4,RENT,"(65000.0, 72000.0]",Source Verified,2015-01-12 00:00:00,credit_card,IL,12.41,665,669,6,0,16063,86.8,0,0,40,-2
15929,Paid,0,5000.0,36,7.26,154.99,A4,10,MORTGAGE,"(6694.0, 32500.0]",Source Verified,2015-01-11 00:00:00,debt_consolidation,GA,16.97,680,684,9,0,10146,41.9,2,0,32,0
15930,Paid,0,16000.0,36,6.92,493.45,A4,2,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2015-01-03 00:00:00,debt_consolidation,WA,20.06,,709,16,0,16094,85.6,2,0,33,0
15931,Paid,0,23000.0,60,18.99,596.51,E1,8,MORTGAGE,"(80000.0, 91000.0]",Verified,2015-01-12 00:00:00,debt_consolidation,IN,21.98,710,714,13,0,7687,51.2,7,0,45,0
15932,Paid,0,15000.0,36,8.39,472.75,B1,5,RENT,"(52000.0, 60000.0]",Not Verified,2016-01-06 00:00:00,debt_consolidation,TX,12.72,705,709,7,0,11309,91.2,0,0,33,0
15933,Paid,0,24000.0,36,5.31,722.65,A1,4,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2018-01-03 00:00:00,debt_consolidation,CA,9.79,725,729,14,0,3048,5.5,3,0,39,1
15934,Written off,1,27025.0,60,21.48,738.44,E5,5,MORTGAGE,"(80000.0, 91000.0]",Verified,2016-01-01 00:00:00,debt_consolidation,PA,20.58,665,669,14,0,15780,56.0,1,0,44,2
15935,Written off,1,-4600.0,60,18.39,117.79,E2,0,MORTGAGE,"(40000.0, 46000.0]",Source Verified,2011-01-06 00:00:00,debt_consolidation,TX,5.92,665,669,10,0,3055,29.4,,0,46,3
15936,Written off,1,9000.0,36,13.33,304.68,C3,7,OWN,"(46000.0, 52000.0]",Not Verified,2015-01-04 00:00:00,other,NV,28.85,665,669,17,0,26551,61.5,3,0,48,3
15937,Paid,0,3600.0,36,9.99,116.15,B3,0,RENT,"(46000.0, 52000.0]",Source Verified,2015-01-08 00:00:00,debt_consolidation,CA,15.26,670,674,4,0,21160,74.0,2,0,34,-2
15938,Paid,0,7000.0,36,10.99,229.14,B2,10,OWN,"(46000.0, 52000.0]",Source Verified,2013-01-11 00:00:00,home_improvement,TX,14.66,695,699,11,0,6743,73.3,0,0,36,-1
15939,Written off,1,28000.0,60,13.33,641.83,C3,10,OWN,"(80000.0, 91000.0]",Source Verified,2015-01-10 00:00:00,major_purchase,TX,18.16,780,784,21,0,20655,23.2,5,0,41,0
15940,Paid,0,12000.0,36,7.62,373.94,A3,10,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2013-01-09 00:00:00,debt_consolidation,MO,19.92,720,724,14,0,19645,37.1,2,0,34,0
15941,Paid,0,18400.0,36,7.69,573.97,A4,9,RENT,"(80000.0, 91000.0]",Not Verified,2014-01-06 00:00:00,debt_consolidation,GA,25.29,695,699,14,0,27810,89.7,0,0,34,-2
15942,Paid,0,8500.0,36,17.27,304.2,D2,2,RENT,"(32500.0, 40000.0]",Source Verified,2016-01-05 00:00:00,debt_consolidation,WA,16.23,,669,15,0,15697,76.9,0,0,55,0
15943,Written off,1,20000.0,36,10.78,652.7,B4,1,MORTGAGE,"(72000.0, 80000.0]",Verified,2016-01-01 00:00:00,debt_consolidation,CA,18.52,,664,19,0,29834,64.6,2,0,46,1
15944,Written off,1,30950.0,60,18.25,790.15,E1,2,MORTGAGE,"(60000.0, 65000.0]",Verified,2015-01-03 00:00:00,debt_consolidation,IN,25.15,,699,6,0,13504,80.4,4,0,43,1
15945,Paid,0,15000.0,36,8.39,472.75,A5,10,OWN,"(72000.0, 80000.0]",Not Verified,2014-01-08 00:00:00,debt_consolidation,LA,17.1,725,729,10,0,8912,42.0,1,0,37,0
15946,Paid,0,6000.0,36,10.99,196.41,B4,0,RENT,"(40000.0, 46000.0]",Not Verified,2015-01-11 00:00:00,credit_card,TN,11.44,695,699,15,0,7236,25.2,0,0,37,2
15947,Paid,0,7000.0,36,14.46,240.82,C4,7,MORTGAGE,"(32500.0, 40000.0]",Source Verified,2016-01-03 00:00:00,credit_card,FL,47.47,690,694,15,0,32348,46.7,2,0,44,0
15948,Paid,0,4000.0,36,8.99,127.19,B1,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2016-01-08 00:00:00,home_improvement,NY,10.69,690,694,14,2,963,6.8,4,2,36,-2
15949,Paid,0,3000.0,36,14.99,103.99,C5,0,RENT,"(6694.0, 32500.0]",Verified,2014-01-11 00:00:00,debt_consolidation,OH,8.4,,684,5,0,2185,70.5,0,0,23,0
15950,Paid,0,18000.0,36,10.16,582.17,B1,10,RENT,"(65000.0, 72000.0]",Not Verified,2013-01-07 00:00:00,credit_card,LA,21.29,710,714,22,0,28575,42.0,0,0,24,0
15951,Paid,0,2000.0,36,7.97,62.65,A5,10,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2017-01-12 00:00:00,credit_card,FL,6.9,745,749,10,0,4816,21.1,1,0,44,0
15952,Paid,0,29000.0,36,16.2,1022.42,C4,2,MORTGAGE,"(133553.0, 6693021.0]",Verified,2013-01-09 00:00:00,debt_consolidation,MN,17.41,680,684,24,0,12844,21.5,4,0,37,0
15953,Paid,0,30000.0,60,24.74,875.98,E3,9,MORTGAGE,"(133553.0, 6693021.0]",Verified,2016-01-10 00:00:00,debt_consolidation,NC,18.03,680,684,15,0,31698,92.4,2,0,28,0
15954,Written off,1,35000.0,36,16.99,1247.68,D3,9,MORTGAGE,"(80000.0, 91000.0]",Verified,2015-01-12 00:00:00,debt_consolidation,AZ,27.99,700,704,10,0,857,9.3,2,0,30,1
15955,Written off,1,12000.0,36,15.61,419.58,C3,1,MORTGAGE,"(80000.0, 91000.0]",Verified,2013-01-10 00:00:00,debt_consolidation,NV,12.99,675,679,7,0,10516,81.5,8,0,31,-1
15956,Written off,1,7000.0,36,10.99,229.14,B4,2,RENT,"(32500.0, 40000.0]",Not Verified,2015-01-08 00:00:00,debt_consolidation,OH,16.53,660,664,6,0,2968,52.0,0,0,33,0
15957,Paid,0,12000.0,36,7.89,375.43,A5,10,OWN,"(32500.0, 40000.0]",Not Verified,2016-01-02 00:00:00,other,KY,25.56,690,694,5,0,816,13.4,1,0,32,0
15958,Paid,0,4000.0,36,13.18,135.13,C3,1,RENT,"(6694.0, 32500.0]",Verified,2015-01-11 00:00:00,other,NV,13.2,675,679,9,1,5059,49.6,0,1,39,2
15959,Written off,1,20000.0,60,26.99,610.59,G1,2,MORTGAGE,"(52000.0, 60000.0]",Verified,2016-01-01 00:00:00,credit_card,TX,27.35,680,684,13,0,33506,68.9,8,0,52,2
15960,Paid,0,35000.0,36,15.61,1223.77,C3,4,RENT,"(133553.0, 6693021.0]",Verified,2013-01-11 00:00:00,debt_consolidation,CA,10.19,,699,5,0,37990,82.9,0,0,31,-2
15961,Written off,1,-12000.0,60,18.25,306.36,D3,0,RENT,"(60000.0, 65000.0]",Verified,2014-01-05 00:00:00,debt_consolidation,CA,13.67,675,679,15,0,5613,72.0,0,0,36,0
15962,Paid,0,9000.0,36,10.99,294.61,B4,6,MORTGAGE,"(40000.0, 46000.0]",Source Verified,2015-01-10 00:00:00,debt_consolidation,MN,17.97,720,724,6,0,7550,83.9,3,0,33,0
15963,Paid,0,13500.0,36,11.53,445.37,B5,3,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2015-01-07 00:00:00,debt_consolidation,NV,12.92,690,694,8,0,6004,26.9,0,0,39,1
15964,Paid,0,9600.0,36,6.03,292.19,A1,3,RENT,"(32500.0, 40000.0]",Source Verified,2014-01-10 00:00:00,credit_card,VA,9.9,665,669,7,1,4878,45.2,2,1,48,-2
15965,Paid,0,3750.0,36,13.99,128.15,C3,4,MORTGAGE,"(32500.0, 40000.0]",Source Verified,2016-01-08 00:00:00,debt_consolidation,GA,10.66,,669,2,0,625,69.4,0,0,45,0
15966,Paid,0,25000.0,60,17.58,629.14,D4,5,MORTGAGE,"(107000.0, 133553.0]",Verified,2011-01-10 00:00:00,debt_consolidation,IL,19.12,700,704,11,0,28687,77.1,,0,34,0
15967,Paid,0,11000.0,36,11.99,365.31,B5,9,MORTGAGE,"(32500.0, 40000.0]",Verified,2017-01-05 00:00:00,debt_consolidation,NC,15.64,675,679,11,1,10336,37.3,1,1,41,0
15968,Paid,0,6600.0,36,6.99,203.76,A2,9,RENT,"(40000.0, 46000.0]",Not Verified,2017-01-03 00:00:00,debt_consolidation,OR,15.74,680,684,16,1,4643,17.5,2,1,46,0
15969,Written off,1,3000.0,36,12.29,100.06,C1,8,MORTGAGE,"(46000.0, 52000.0]",Not Verified,2015-01-04 00:00:00,debt_consolidation,IN,0.71,815,819,5,0,22473,2.4,4,0,41,0
15970,Paid,0,6275.0,36,10.16,202.95,B1,3,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2012-01-10 00:00:00,medical,AZ,10.9,705,709,9,0,2433,28.6,0,0,27,0
15971,Paid,0,-6000.0,36,7.21,185.84,A3,10,OWN,"(91000.0, 107000.0]",Source Verified,2017-01-10 00:00:00,home_improvement,CA,9.3,805,809,11,0,1618,3.8,6,0,41,0
15972,Paid,0,15000.0,36,9.99,483.94,B3,6,RENT,"(133553.0, 6693021.0]",Verified,2015-01-03 00:00:00,debt_consolidation,NJ,21.77,,674,9,0,26315,95.7,0,0,30,0
